model,var_level,var_distribution,distribution_specific_quantile_available,n_obs,observed_violations,expected_violations,violation_rate,kupiec_stat,kupiec_p_value,christoffersen_independence_stat,christoffersen_independence_p_value,christoffersen_conditional_coverage_stat,christoffersen_conditional_coverage_p_value,violation_cluster_count,max_violation_cluster_length,mean_violation_cluster_length,basel_traffic_light_zone,interpretation,normal_quantile,n00,n01,n10,n11
Calibrated-LSTM-LogTarget-Small-affine_nonnegative,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,1.7422605832495606,0.18685265063595188,4.165205573784675,0.1246054682827502,11,2,1.0909090909090908,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,702,11,11,1
Calibrated-LSTM-LogTarget-Small-scale_qlike,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,1.7422605832495606,0.18685265063595188,4.165205573784675,0.1246054682827502,11,2,1.0909090909090908,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,702,11,11,1
Calibrated-LSTM-LogTarget-affine_nonnegative,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,0.40394614017773733,0.5250583103770574,2.826891130712852,0.24330351907680536,12,1,1.0,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,701,12,12,0
Calibrated-LSTM-LogTarget-scale_mean,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,0.40394614017773733,0.5250583103770574,2.826891130712852,0.24330351907680536,12,1,1.0,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,701,12,12,0
Calibrated-LSTM-LogTarget-scale_qlike,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,0.40394614017773733,0.5250583103770574,2.826891130712852,0.24330351907680536,12,1,1.0,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,701,12,12,0
Calibrated-LSTM-QLIKE-affine_nonnegative,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,1.7422605832495606,0.18685265063595188,4.165205573784675,0.1246054682827502,11,2,1.0909090909090908,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,702,11,11,1
Calibrated-LSTM-QLIKE-scale_mean,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,1.7422605832495606,0.18685265063595188,4.165205573784675,0.1246054682827502,11,2,1.0909090909090908,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,702,11,11,1
Calibrated-LSTM-affine_nonnegative,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,1.7422605832495606,0.18685265063595188,4.165205573784675,0.1246054682827502,11,2,1.0909090909090908,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,702,11,11,1
Calibrated-LSTM-scale_mean,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,1.7422605832495606,0.18685265063595188,4.165205573784675,0.1246054682827502,11,2,1.0909090909090908,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,702,11,11,1
Calibrated-LSTM-scale_qlike,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,1.7422605832495606,0.18685265063595188,4.165205573784675,0.1246054682827502,11,2,1.0909090909090908,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,702,11,11,1
ComboMean-PoolD_AllStable,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,0.40394614017773733,0.5250583103770574,2.826891130712852,0.24330351907680536,12,1,1.0,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,701,12,12,0
ComboMedian-PoolB_GARCH_Neural,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,0.40394614017773733,0.5250583103770574,2.826891130712852,0.24330351907680536,12,1,1.0,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,701,12,12,0
ComboMedian-PoolD_AllStable,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,0.40394614017773733,0.5250583103770574,2.826891130712852,0.24330351907680536,12,1,1.0,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,701,12,12,0
Hybrid-QLIKE,0.025,common_normal,False,726,12,18.150000000000002,0.01652892561983471,2.4229449905351146,0.11956995337514816,0.40394614017773733,0.5250583103770574,2.826891130712852,0.24330351907680536,12,1,1.0,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,701,12,12,0
Calibrated-ARIMA-GARCH-LSTM-affine_nonnegative,0.025,common_normal,False,726,11,18.150000000000002,0.015151515151515152,3.354923936432357,0.06700430623418198,0.3389489831982928,0.5604365178415512,3.6938729196306497,0.15771960730251172,11,1,1.0,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,703,11,11,0
Calibrated-ARIMA-GARCH-LSTM-scale_mean,0.025,common_normal,False,726,11,18.150000000000002,0.015151515151515152,3.354923936432357,0.06700430623418198,0.3389489831982928,0.5604365178415512,3.6938729196306497,0.15771960730251172,11,1,1.0,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,703,11,11,0
Calibrated-ARIMA-GARCH-LSTM-scale_qlike,0.025,common_normal,False,726,11,18.150000000000002,0.015151515151515152,3.354923936432357,0.06700430623418198,0.3389489831982928,0.5604365178415512,3.6938729196306497,0.15771960730251172,11,1,1.0,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,703,11,11,0
Calibrated-Hybrid-QLIKE-scale_mean,0.025,common_normal,False,726,11,18.150000000000002,0.015151515151515152,3.354923936432357,0.06700430623418198,0.3389489831982928,0.5604365178415512,3.6938729196306497,0.15771960730251172,11,1,1.0,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,703,11,11,0
Calibrated-LSTM-LogTarget-Small-scale_mean,0.025,common_normal,False,726,11,18.150000000000002,0.015151515151515152,3.354923936432357,0.06700430623418198,2.0470962845826506,0.15249679577231598,5.4020202210150075,0.06713766201930114,10,2,1.1,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,704,10,10,1
EWMA(lambda=0.90),0.025,common_normal,False,745,27,18.625,0.036241610738255034,3.3988693195328494,0.06524112538141143,0.0004438646158746451,0.9831913359543621,3.399313184148724,0.1827462697958539,26,2,1.0384615384615385,not_applicable,no_5pct_backtest_rejection,-1.9599639845400538,691,26,26,1
RollingVol-20,0.025,common_normal,False,745,28,18.625,0.03758389261744966,4.202708683975487,0.04035946424807943,0.0030095020177896004,0.9562508530187996,4.205718185993277,0.12210681396460975,27,2,1.037037037037037,not_applicable,reject_unconditional_coverage_5pct,-1.9599639845400538,689,27,27,1
Calibrated-LSTM-LogTarget-Small-isotonic,0.025,common_normal,False,726,9,18.150000000000002,0.012396694214876033,5.791743109826243,0.016101616014658305,0.22626294172521,0.6343087533076419,6.018006051551453,0.049340845798719925,9,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.9599639845400538,707,9,9,0
RollingVol-10,0.025,common_normal,False,745,36,18.625,0.04832214765100671,13.117987223779494,0.00029247408701320505,3.6625961540672733,0.055646860512013945,16.780583377846767,0.0002270610375086509,36,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.9599639845400538,672,36,36,0
RollingVol-5,0.025,common_normal,False,745,57,18.625,0.07651006711409396,52.82836169924764,3.6400685148029164e-13,0.037050526758719116,0.8473622116400858,52.865412226006356,3.314527246051259e-12,53,2,1.0754716981132075,not_applicable,reject_unconditional_coverage_5pct,-1.9599639845400538,634,53,53,4
Hybrid-LogTarget,0.025,common_normal,False,726,67,18.150000000000002,0.09228650137741047,80.75852572165167,2.550552396686659e-19,9.730792409208618,0.0018120634931972448,90.48931813086028,2.2412702800727848e-20,53,4,1.2641509433962264,not_applicable,reject_unconditional_coverage_5pct,-1.9599639845400538,606,52,53,14
Hybrid-LogTarget-Small,0.025,common_normal,False,726,68,18.150000000000002,0.09366391184573003,83.52995706928482,6.275770919525182e-20,7.07430067554202,0.007819733543919126,90.60425774482684,2.1160962240533687e-20,55,4,1.2363636363636363,not_applicable,reject_unconditional_coverage_5pct,-1.9599639845400538,603,54,55,13
LSTM-LogTarget-Small,0.025,common_normal,False,726,73,18.150000000000002,0.10055096418732783,97.86564524519747,4.47755005242077e-23,15.188912819657787,9.727286976924332e-05,113.05455806485526,2.821724696267608e-25,55,4,1.3272727272727274,not_applicable,reject_unconditional_coverage_5pct,-1.9599639845400538,598,54,55,18
LSTM-LogTarget,0.025,common_normal,False,726,76,18.150000000000002,0.1046831955922865,106.83574535940136,4.83637942782232e-25,8.616675247735827,0.0033309929386513767,115.45242060713719,8.507959305810972e-26,60,4,1.2666666666666666,not_applicable,reject_unconditional_coverage_5pct,-1.9599639845400538,590,59,60,16
EWMA(lambda=0.90),0.05,common_normal,False,745,38,37.25,0.05100671140939597,0.01579538551538917,0.899985476138744,0.001983328149663066,0.9644782944175919,0.017778713665052237,0.9911500366858231,36,2,1.0555555555555556,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,670,36,36,2
ARIMA-GARCH,0.05,common_normal,False,745,35,37.25,0.04697986577181208,0.14587354802921482,0.7025103516368938,0.3212220037223119,0.5708741893418507,0.4670955517515267,0.7917197697313111,34,2,1.0294117647058822,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,675,34,34,1
AdvGARCH-BestHeavyTail,0.05,common_normal,False,745,35,37.25,0.04697986577181208,0.14587354802921482,0.7025103516368938,0.3212220037223119,0.5708741893418507,0.4670955517515267,0.7917197697313111,34,2,1.0294117647058822,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,675,34,34,1
AdvGARCH-BestSymmetric,0.05,common_normal,False,745,35,37.25,0.04697986577181208,0.14587354802921482,0.7025103516368938,0.3212220037223119,0.5708741893418507,0.4670955517515267,0.7917197697313111,34,2,1.0294117647058822,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,675,34,34,1
ComboPair-GARCH11_ARIMAGARCH,0.05,common_normal,False,745,35,37.25,0.04697986577181208,0.14587354802921482,0.7025103516368938,0.3212220037223119,0.5708741893418507,0.4670955517515267,0.7917197697313111,34,2,1.0294117647058822,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,675,34,34,1
"GARCH(1,1)",0.05,common_normal,False,745,35,37.25,0.04697986577181208,0.14587354802921482,0.7025103516368938,0.3212220037223119,0.5708741893418507,0.4670955517515267,0.7917197697313111,34,2,1.0294117647058822,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,675,34,34,1
AdvGARCH-BestARIMA,0.05,common_normal,False,745,34,37.25,0.04563758389261745,0.3070846893322141,0.5794746706215251,0.2454152202128057,0.6203220256527404,0.5524999095450198,0.7586232855501056,33,2,1.0303030303030303,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,677,33,33,1
AdvGARCH-BestAsymmetric,0.05,common_normal,False,745,34,37.25,0.04563758389261745,0.3070846893322141,0.5794746706215251,0.2454152202128057,0.6203220256527404,0.5524999095450198,0.7586232855501056,33,2,1.0303030303030303,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,677,33,33,1
AdvGARCH-BestQLIKE,0.05,common_normal,False,745,34,37.25,0.04563758389261745,0.3070846893322141,0.5794746706215251,0.2454152202128057,0.6203220256527404,0.5524999095450198,0.7586232855501056,33,2,1.0303030303030303,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,677,33,33,1
ComboMean-PoolA_Econometric,0.05,common_normal,False,745,34,37.25,0.04563758389261745,0.3070846893322141,0.5794746706215251,0.2454152202128057,0.6203220256527404,0.5524999095450198,0.7586232855501056,33,2,1.0303030303030303,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,677,33,33,1
ComboMedian-PoolA_Econometric,0.05,common_normal,False,745,34,37.25,0.04563758389261745,0.3070846893322141,0.5794746706215251,0.2454152202128057,0.6203220256527404,0.5524999095450198,0.7586232855501056,33,2,1.0303030303030303,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,677,33,33,1
Refit-BestGARCHFamily-fixed_train_only,0.05,common_normal,False,745,34,37.25,0.04563758389261745,0.3070846893322141,0.5794746706215251,0.2454152202128057,0.6203220256527404,0.5524999095450198,0.7586232855501056,33,2,1.0303030303030303,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,677,33,33,1
RollingVol-20,0.05,common_normal,False,745,41,37.25,0.05503355704697987,0.38535448383174753,0.5347514465104436,1.25170824064719,0.2632264632275044,1.6370627244789375,0.4410789642801801,37,3,1.1081081081081081,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,666,37,37,4
HAR-Parkinson,0.05,common_normal,False,745,33,37.25,0.04429530201342282,0.5299407843329504,0.46663175603992935,1.3888918647512583,0.23859232628489946,1.9188326490842087,0.3831164363897572,30,2,1.1,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,681,30,30,3
Refit-OriginalARIMAGARCH-expanding_quarterly,0.05,common_normal,False,745,33,37.25,0.04429530201342282,0.5299407843329504,0.46663175603992935,0.17935814072245648,0.6719254254382423,0.7092989250554069,0.7014192738589063,32,2,1.03125,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,679,32,32,1
ComboStack-PoolA_Econometric,0.05,common_normal,False,745,32,37.25,0.042953020134228186,0.8162212085273381,0.36628731728169006,0.1232469037626629,0.7255392968137204,0.939468112290001,0.6251685058992678,31,2,1.032258064516129,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,681,31,31,1
Refit-OriginalGARCH-expanding_quarterly,0.05,common_normal,False,745,32,37.25,0.042953020134228186,0.8162212085273381,0.36628731728169006,0.1232469037626629,0.7255392968137204,0.939468112290001,0.6251685058992678,31,2,1.032258064516129,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,681,31,31,1
Refit-BestAsymmetric-rolling_1000_monthly,0.05,common_normal,False,745,31,37.25,0.04161073825503356,1.1678168592314933,0.2798502716136477,0.3669717622302642,0.5446595619922735,1.5347886214617574,0.46422110970152186,29,2,1.0689655172413792,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,684,29,29,2
HistoricalMean,0.05,common_normal,False,745,30,37.25,0.040268456375838924,1.5867409540534538,0.2077923792030123,2.1010063643132355,0.14720222492519955,3.6877473183666893,0.1582034115351846,27,2,1.1111111111111112,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,687,27,27,3
ComboPair-BestGARCHFamily_HybridQLIKE,0.05,common_normal,False,726,27,36.300000000000004,0.0371900826446281,2.741875207207812,0.09774999830220536,0.001108621119556119,0.9734385734255349,2.742983828327368,0.25372813643680464,26,2,1.0384615384615385,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,673,25,26,1
RollingVol-10,0.05,common_normal,False,745,48,37.25,0.06442953020134229,3.0048248992128492,0.08301694680621093,2.1324267697010555,0.14421228123292365,5.137251668913905,0.07664079022858207,47,2,1.0212765957446808,not_applicable,no_5pct_backtest_rejection,-1.6448536269514726,649,47,47,1
ComboMedian-PoolC_GARCH_CalibratedNeural,0.05,common_normal,False,726,25,36.300000000000004,0.03443526170798898,4.13703974934694,0.04195447681673512,0.036219068567845625,0.8490638042979658,4.173258817914785,0.12410473795718192,24,2,1.0416666666666667,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,677,23,24,1
ComboPair-BestRefitGARCH_HybridQLIKE,0.05,common_normal,False,726,25,36.300000000000004,0.03443526170798898,4.13703974934694,0.04195447681673512,0.036219068567845625,0.8490638042979658,4.173258817914785,0.12410473795718192,24,2,1.0416666666666667,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,677,23,24,1
ComboStack-PoolB_GARCH_Neural,0.05,common_normal,False,726,25,36.300000000000004,0.03443526170798898,4.13703974934694,0.04195447681673512,0.036219068567845625,0.8490638042979658,4.173258817914785,0.12410473795718192,24,2,1.0416666666666667,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,677,23,24,1
Calibrated-LSTM-isotonic,0.05,common_normal,False,726,24,36.300000000000004,0.03305785123966942,4.957396034048855,0.0259792998903173,1.5256294408985696,0.2167695747149797,6.483025474947425,0.03910469519549982,22,2,1.0909090909090908,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,680,21,22,2
ComboMean-PoolC_GARCH_CalibratedNeural,0.05,common_normal,False,726,23,36.300000000000004,0.03168044077134986,5.863958785311439,0.015453997368243188,0.09637457625800039,0.7562244418298215,5.96033336156944,0.050784368381028094,22,2,1.0454545454545454,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,680,22,22,1
ComboPair-GARCH11_HybridQLIKE,0.05,common_normal,False,726,23,36.300000000000004,0.03168044077134986,5.863958785311439,0.015453997368243188,0.09637457625800039,0.7562244418298215,5.96033336156944,0.050784368381028094,22,2,1.0454545454545454,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,680,22,22,1
Calibrated-LSTM-LogTarget-affine_nonnegative,0.05,common_normal,False,726,22,36.300000000000004,0.030303030303030304,6.860350426732566,0.008812926395505398,1.3136374813982457,0.25173712415724114,8.173987908130812,0.016789628169877384,22,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,682,21,22,0
Calibrated-LSTM-LogTarget-scale_mean,0.05,common_normal,False,726,22,36.300000000000004,0.030303030303030304,6.860350426732566,0.008812926395505398,1.3136374813982457,0.25173712415724114,8.173987908130812,0.016789628169877384,22,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,682,21,22,0
Calibrated-LSTM-LogTarget-scale_qlike,0.05,common_normal,False,726,22,36.300000000000004,0.030303030303030304,6.860350426732566,0.008812926395505398,1.3136374813982457,0.25173712415724114,8.173987908130812,0.016789628169877384,22,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,682,21,22,0
Calibrated-LSTM-QLIKE-isotonic,0.05,common_normal,False,726,22,36.300000000000004,0.030303030303030304,6.860350426732566,0.008812926395505398,1.3136374813982457,0.25173712415724114,8.173987908130812,0.016789628169877384,22,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,682,21,22,0
ComboPair-BestRefitGARCH_BestCalibratedNeural,0.05,common_normal,False,726,22,36.300000000000004,0.030303030303030304,6.860350426732566,0.008812926395505398,0.15392193940689936,0.6948152375413288,7.0142723661394655,0.029982656442756793,21,2,1.0476190476190477,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,682,21,21,1
LSTM-QLIKE,0.05,common_normal,False,726,22,36.300000000000004,0.030303030303030304,6.860350426732566,0.008812926395505398,0.18858535105286478,0.6640966346738844,7.048935777785431,0.02946748317320286,21,2,1.0476190476190477,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,683,20,21,1
Calibrated-ARIMA-GARCH-LSTM-isotonic,0.05,common_normal,False,726,21,36.300000000000004,0.028925619834710745,7.950523399792559,0.004807347139588146,0.22617702143176643,0.6343731134940847,8.176700421224325,0.016766872561463933,20,2,1.05,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,684,20,20,1
Calibrated-Hybrid-LogTarget-Small-affine_nonnegative,0.05,common_normal,False,726,21,36.300000000000004,0.028925619834710745,7.950523399792559,0.004807347139588146,0.22617702143176643,0.6343731134940847,8.176700421224325,0.016766872561463933,20,2,1.05,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,684,20,20,1
Calibrated-Hybrid-LogTarget-Small-isotonic,0.05,common_normal,False,726,21,36.300000000000004,0.028925619834710745,7.950523399792559,0.004807347139588146,0.22617702143176643,0.6343731134940847,8.176700421224325,0.016766872561463933,20,2,1.05,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,684,20,20,1
Calibrated-Hybrid-LogTarget-Small-scale_mean,0.05,common_normal,False,726,21,36.300000000000004,0.028925619834710745,7.950523399792559,0.004807347139588146,0.22617702143176643,0.6343731134940847,8.176700421224325,0.016766872561463933,20,2,1.05,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,684,20,20,1
Calibrated-Hybrid-LogTarget-Small-scale_qlike,0.05,common_normal,False,726,21,36.300000000000004,0.028925619834710745,7.950523399792559,0.004807347139588146,0.22617702143176643,0.6343731134940847,8.176700421224325,0.016766872561463933,20,2,1.05,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,684,20,20,1
Calibrated-Hybrid-QLIKE-isotonic,0.05,common_normal,False,726,21,36.300000000000004,0.028925619834710745,7.950523399792559,0.004807347139588146,1.1925034110629724,0.27482516964103854,9.143026810855531,0.01034229578108948,21,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,684,20,21,0
ComboPair-BestGARCHFamily_BestCalibratedNeural,0.05,common_normal,False,726,21,36.300000000000004,0.028925619834710745,7.950523399792559,0.004807347139588146,0.22617702143176643,0.6343731134940847,8.176700421224325,0.016766872561463933,20,2,1.05,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,684,20,20,1
LSTM,0.05,common_normal,False,726,21,36.300000000000004,0.028925619834710745,7.950523399792559,0.004807347139588146,0.2686193466456359,0.6042594333341115,8.219142746438195,0.016414808845310692,20,2,1.05,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,685,19,20,1
Calibrated-LSTM-LogTarget-isotonic,0.05,common_normal,False,726,20,36.300000000000004,0.027548209366391185,9.138807374394503,0.002502441664267936,1.0773874733963282,0.29928273199754707,10.216194847790831,0.006047577962360857,20,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,686,19,20,0
ComboMean-PoolB_GARCH_Neural,0.05,common_normal,False,726,20,36.300000000000004,0.027548209366391185,9.138807374394503,0.002502441664267936,0.3139813809255827,0.5752472654807281,9.452788755320086,0.008858353404232822,19,2,1.0526315789473684,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,686,19,19,1
ComboMean-PoolD_AllStable,0.05,common_normal,False,726,20,36.300000000000004,0.027548209366391185,9.138807374394503,0.002502441664267936,1.1349040278895188,0.28673171305907896,10.273711402284022,0.005876137027147135,20,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,685,20,20,0
ARIMA-GARCH-LSTM,0.05,common_normal,False,726,19,36.300000000000004,0.026170798898071626,10.429965919522886,0.0012398703084245924,2.811674016597294,0.09358067752453322,13.24163993612018,0.0013323380229696869,17,2,1.1176470588235294,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,689,17,17,2
Calibrated-ARIMA-GARCH-LSTM-affine_nonnegative,0.05,common_normal,False,726,19,36.300000000000004,0.026170798898071626,10.429965919522886,0.0012398703084245924,2.811674016597294,0.09358067752453322,13.24163993612018,0.0013323380229696869,17,2,1.1176470588235294,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,689,17,17,2
Calibrated-ARIMA-GARCH-LSTM-scale_qlike,0.05,common_normal,False,726,19,36.300000000000004,0.026170798898071626,10.429965919522886,0.0012398703084245924,2.811674016597294,0.09358067752453322,13.24163993612018,0.0013323380229696869,17,2,1.1176470588235294,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,689,17,17,2
ComboMedian-PoolB_GARCH_Neural,0.05,common_normal,False,726,19,36.300000000000004,0.026170798898071626,10.429965919522886,0.0012398703084245924,0.4183140065180737,0.5177795232965184,10.84827992604096,0.0044088563112054955,18,2,1.0555555555555556,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,688,18,18,1
ComboMedian-PoolD_AllStable,0.05,common_normal,False,726,19,36.300000000000004,0.026170798898071626,10.429965919522886,0.0012398703084245924,1.022786371832865,0.3118589845031259,11.45275229135575,0.0032588655150846443,19,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,687,19,19,0
ComboStack-PoolC_GARCH_CalibratedNeural,0.05,common_normal,False,726,19,36.300000000000004,0.026170798898071626,10.429965919522886,0.0012398703084245924,1.022786371832865,0.3118589845031259,11.45275229135575,0.0032588655150846443,19,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,687,19,19,0
Calibrated-Hybrid-LogTarget-isotonic,0.05,common_normal,False,726,18,36.300000000000004,0.024793388429752067,11.829265129680465,0.0005830700148123862,0.5403218870704052,0.4622993566329675,12.36958701675087,0.002060526990274706,17,2,1.0588235294117647,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,690,17,17,1
Calibrated-LSTM-affine_nonnegative,0.05,common_normal,False,726,18,36.300000000000004,0.024793388429752067,11.829265129680465,0.0005830700148123862,0.5403218870704052,0.4622993566329675,12.36958701675087,0.002060526990274706,17,2,1.0588235294117647,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,690,17,17,1
Calibrated-LSTM-scale_qlike,0.05,common_normal,False,726,18,36.300000000000004,0.024793388429752067,11.829265129680465,0.0005830700148123862,0.5403218870704052,0.4622993566329675,12.36958701675087,0.002060526990274706,17,2,1.0588235294117647,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,690,17,17,1
ComboStack-PoolD_AllStable,0.05,common_normal,False,726,18,36.300000000000004,0.024793388429752067,11.829265129680465,0.0005830700148123862,0.916647840556152,0.3383566819723543,12.745912970236617,0.0017071047277504468,18,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,689,18,18,0
Hybrid-QLIKE,0.05,common_normal,False,726,18,36.300000000000004,0.024793388429752067,11.829265129680465,0.0005830700148123862,0.5403218870704052,0.4622993566329675,12.36958701675087,0.002060526990274706,17,2,1.0588235294117647,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,690,17,17,1
Calibrated-ARIMA-GARCH-LSTM-scale_mean,0.05,common_normal,False,726,17,36.300000000000004,0.023415977961432508,13.342557537246677,0.00025945026071118093,0.6813596010420611,0.40911894323748166,14.023917138288738,0.0009010421058054419,16,2,1.0625,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,692,16,16,1
Calibrated-Hybrid-LogTarget-affine_nonnegative,0.05,common_normal,False,726,17,36.300000000000004,0.023415977961432508,13.342557537246677,0.00025945026071118093,0.8164626455499615,0.3662164392764534,14.159020182796638,0.0008421856413182736,17,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,691,17,17,0
Calibrated-Hybrid-LogTarget-scale_qlike,0.05,common_normal,False,726,17,36.300000000000004,0.023415977961432508,13.342557537246677,0.00025945026071118093,0.8164626455499615,0.3662164392764534,14.159020182796638,0.0008421856413182736,17,1,1.0,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,691,17,17,0
Calibrated-LSTM-QLIKE-affine_nonnegative,0.05,common_normal,False,726,17,36.300000000000004,0.023415977961432508,13.342557537246677,0.00025945026071118093,0.6813596010420611,0.40911894323748166,14.023917138288738,0.0009010421058054419,16,2,1.0625,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,692,16,16,1
Calibrated-LSTM-QLIKE-scale_qlike,0.05,common_normal,False,726,17,36.300000000000004,0.023415977961432508,13.342557537246677,0.00025945026071118093,0.6813596010420611,0.40911894323748166,14.023917138288738,0.0009010421058054419,16,2,1.0625,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,692,16,16,1
Calibrated-LSTM-scale_mean,0.05,common_normal,False,726,17,36.300000000000004,0.023415977961432508,13.342557537246677,0.00025945026071118093,0.6813596010420611,0.40911894323748166,14.023917138288738,0.0009010421058054419,16,2,1.0625,not_applicable,reject_unconditional_coverage_5pct,-1.6448536269514726,692,16,16,1
