proxy,model,split,n_obs,rmse,mae,qlike,mean_actual_var,mean_pred_var,pred_actual_ratio,qlike_rank
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-Small-isotonic,validation,731,4.578317311297285,2.3247709954609177,1.5104008273261846,2.1576002606846854,2.1576002606846854,1.0,5.0
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-Small-scale_mean,test,725,3.709016615967293,1.6760582894977722,1.135995829891843,1.212230038469188,1.6697743151834659,1.3774401410577712,39.0
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-Small-scale_mean,validation,731,4.66947731869501,2.39762199738288,1.555484671890171,2.1576002606846854,2.157600260684686,1.0000000000000002,14.0
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-Small-scale_qlike,test,725,3.7062787922016764,1.6521883580871335,1.1292268723997547,1.212230038469188,1.6344416486349247,1.3482933080085264,37.0
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-Small-scale_qlike,validation,731,4.669338116446905,2.376945227251055,1.5554037692561327,2.1576002606846854,2.1119451264173694,0.9788398550467231,13.0
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-affine_nonnegative,test,725,3.7218166695185912,1.7946881785847768,1.1674649132349262,1.212230038469188,1.8486229793107762,1.5249770428434766,43.0
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-affine_nonnegative,validation,731,4.719327958929896,2.4000371541840275,1.5839184703424716,2.1576002606846854,2.071791036046708,0.9602293222699431,22.0
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-isotonic,test,725,3.7754181782607072,1.8694515401958753,1.168043793935588,1.212230038469188,1.9451864039107418,1.6046347163341506,44.0
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-isotonic,validation,731,4.579883056824019,2.3560888485707228,1.5242182605014956,2.1576002606846854,2.157600260684685,0.9999999999999998,7.0
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-scale_mean,test,725,3.732124690840996,1.850156651467489,1.1846612273740138,1.212230038469188,1.92518905269494,1.5881383826506077,50.0
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-scale_mean,validation,731,4.719175855971158,2.438902711866321,1.5847310591530253,2.1576002606846854,2.1576002606846854,1.0,24.0
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-scale_qlike,test,725,3.7239966624382292,1.8071446386176517,1.1713284005989324,1.212230038469188,1.8659263321597301,1.539251027400735,46.0
close_to_close_squared_return,Calibrated-Hybrid-LogTarget-scale_qlike,validation,731,4.719084269115148,2.408653179049137,1.5839617635402599,2.1576002606846854,2.091183271092591,0.9692171943050203,23.0
close_to_close_squared_return,Calibrated-Hybrid-QLIKE-affine_nonnegative,test,725,3.8201625490771387,1.9128086294387912,1.2444968544189905,1.212230038469188,1.9431002020479327,1.6029137543082932,63.0
close_to_close_squared_return,Calibrated-Hybrid-QLIKE-affine_nonnegative,validation,731,4.812469448018812,2.475716582731478,1.6589860124162539,2.1576002606846854,2.001088041176713,0.9274600479245838,52.0
close_to_close_squared_return,Calibrated-Hybrid-QLIKE-isotonic,test,725,3.665638725038396,1.6273272921161797,1.103460262808356,1.212230038469188,1.6548953287754915,1.365166079257782,25.0
close_to_close_squared_return,Calibrated-Hybrid-QLIKE-isotonic,validation,731,4.584812720119155,2.333603327905086,1.5460446367880312,2.1576002606846854,2.157600260684686,1.0000000000000002,9.0
close_to_close_squared_return,Calibrated-Hybrid-QLIKE-scale_mean,test,725,3.848520882398881,2.0285402299534923,1.2773754027924162,1.212230038469188,2.095076986222845,1.7282833453529347,67.0
